round,acc
0.0,0.7457
1.0,0.7674
2.0,0.7789
3.0,0.7843
4.0,0.7998
5.0,0.8004
6.0,0.8163
7.0,0.8062
8.0,0.8244
9.0,0.8237
10.0,0.8307
11.0,0.8129
12.0,0.8426
13.0,0.8458
14.0,0.8495
15.0,0.8522
16.0,0.8509
17.0,0.8519
18.0,0.8513
19.0,0.8651
20.0,0.8671
