round,acc
0.0,0.335
1.0,0.3573
2.0,0.3763
3.0,0.3856
4.0,0.398
5.0,0.4137
6.0,0.4298
7.0,0.4376
8.0,0.454
9.0,0.4594
10.0,0.4756
11.0,0.4849
12.0,0.485
13.0,0.4928
14.0,0.5106
15.0,0.511
16.0,0.5294
17.0,0.5337
18.0,0.536
19.0,0.5464
20.0,0.548
